ratio,exe_time
0.05,185.35014605522156
0.1,141.33527779579163
0.15,88.97885346412659
0.2,74.90950846672058
0.25,61.33842849731445
0.3,51.61390972137451
0.35,44.20769238471985
0.4,38.93790936470032
0.45,33.164923906326294
0.5,28.191837787628174
0.55,18.766765594482422
0.6,17.281843185424805
0.65,16.582277059555054
0.7,16.65831685066223
0.75,16.72955322265625
0.8,16.584962606430054
0.85,16.49577307701111
0.9,15.794285535812378
0.95,12.881611347198486
1.0,9.905211210250854
