ratio,exe_time
0.1,118.80259966850281
0.2,85.73868751525879
0.3,57.27859044075012
0.4,38.219104051589966
0.5,20.75963807106018
0.6,15.39387059211731
0.7,14.630510807037354
0.8,14.204828023910522
0.9,13.639188051223755
1.0,11.841562271118164
