ratio,exe_time
0.1,302.9655888080597
0.2,246.0304617881775
0.3,221.81622910499573
0.4,210.96131563186646
0.5,178.5457215309143
0.6,156.9075644016266
0.7,144.31127548217773
0.8,138.4451208114624
0.9,125.7525954246521
1.0,114.11290693283081
